"File","Title","Desc","Canonical","OGTitle","OGDesc","H1Count","HashLinks","InternalBlank","HasKeywords","HasFAQ","HasService","HasBreadcrumb"
"journalist-kids-experience.html","Journalist Kids Experience untuk PAUD, TK & SD/MI | Radar Kediri Institute","Program Journalist Kids Experience di Kediri untuk PAUD, TK, dan SD/MI. Pengenalan jurnalistik dan media massa sejak dini dengan fun game edukatif, literasi, karakter, dan publikasi media bersama Radar Kediri Institute.","https://rkinstitute.id/journalist-kids-experience.html","Journalist Kids Experience untuk PAUD, TK & SD/MI | Radar Kediri Institute","Program Journalist Kids Experience di Kediri untuk PAUD, TK, dan SD/MI. Pengenalan jurnalistik dan media massa sejak dini dengan fun game edukatif, literasi, karakter, dan publikasi media bersama Radar Kediri Institute.","1","0","0","False","True","True","True"
"kelas-inspirasi-character-building.html","Kelas Inspirasi & Character Building untuk Sekolah dan Kampus | Radar Kediri Institute","Program Kelas Inspirasi & Character Building di Kediri untuk sekolah dan kampus. Hadirkan tokoh inspiratif, motivasi siswa, penguatan karakter, kepemimpinan, dan publikasi media bersama Radar Kediri Institute.","https://rkinstitute.id/kelas-inspirasi-character-building.html","Kelas Inspirasi & Character Building untuk Sekolah dan Kampus | Radar Kediri Institute","Program Kelas Inspirasi & Character Building di Kediri untuk sekolah dan kampus. Hadirkan tokoh inspiratif, motivasi siswa, penguatan karakter, kepemimpinan, dan publikasi media bersama Radar Kediri Institute.","1","0","0","False","True","True","True"
"kka.html","Kompetisi Kompetensi Akademik (KKA) untuk Sekolah & Madrasah | Radar Kediri Institute","Kompetisi Kompetensi Akademik (KKA) di Kediri — ajang bergengsi mengukur dan mengapresiasi prestasi akademik siswa antar sekolah, diselenggarakan profesional dan dipublikasikan Jawa Pos Radar Kediri.","https://rkinstitute.id/kka.html","Kompetisi Kompetensi Akademik (KKA) untuk Sekolah & Madrasah | Radar Kediri Institute","Kompetisi Kompetensi Akademik (KKA) di Kediri — ajang bergengsi mengukur dan mengapresiasi prestasi akademik siswa antar sekolah, diselenggarakan profesional dan dipublikasikan Jawa Pos Radar Kediri.","1","0","0","False","True","True","True"
"kolaborasi-smkn-1-kras-radar-kediri-digital-marketing.html","Kolaborasi SMKN 1 Kras dan Radar Kediri: Puluhan Lulusan Vokasi Kuasai Pasar Digital","SMKN 1 Kras berkolaborasi dengan Jawa Pos Radar Kediri menggelar pelatihan digital marketing untuk puluhan siswa vokasi. Bekali skill pemasaran digital untuk siap kerja dan wirausaha.","https://rkinstitute.id/kolaborasi-smkn-1-kras-radar-kediri-digital-marketing.html","Kolaborasi SMKN 1 Kras dan Radar Kediri: Puluhan Lulusan Vokasi Kuasai Pasar Digital","SMKN 1 Kras berkolaborasi dengan Jawa Pos Radar Kediri menggelar pelatihan digital marketing untuk puluhan siswa vokasi. Bekali skill pemasaran digital untuk siap kerja dan wirausaha.","1","0","0","False","True","False","True"
"layanan-desain-grafis-konten-kreator.html","Layanan Desain Grafis & Konten Kreator | Radar Kediri Institute","Program desain grafis dan konten kreator RK Institute untuk sekolah, kampus, instansi, dan tim bisnis yang ingin meningkatkan kualitas komunikasi visual.","https://rkinstitute.id/layanan-desain-grafis-konten-kreator.html","Layanan Desain Grafis & Konten Kreator | Radar Kediri Institute","Program desain grafis dan konten kreator RK Institute untuk sekolah, kampus, instansi, dan tim bisnis yang ingin meningkatkan kualitas komunikasi visual.","1","0","0","False","True","True","True"
"layanan-event-organizer.html","Event Organizer Profesional Kediri | Radar Kediri Institute","Layanan Event Organizer profesional di Kediri untuk Dies Natalis, Milad Sekolah, LDKS Camp, Outbound, Pemilu OSIS, hingga acara institusi pemerintah dan perusahaan. Didukung publikasi Jawa Pos Radar Kediri.","https://rkinstitute.id/layanan-event-organizer.html","Event Organizer Profesional Kediri | Radar Kediri Institute","Layanan Event Organizer profesional di Kediri untuk Dies Natalis, Milad Sekolah, LDKS Camp, Outbound, Pemilu OSIS, hingga acara institusi pemerintah dan perusahaan. Didukung publikasi Jawa Pos Radar Kediri.","1","0","0","False","True","True","True"
"layanan-pelatihan-coding-ai.html","Pelatihan Coding & AI untuk Pelajar | Radar Kediri Institute","Pelatihan coding dan Artificial Intelligence (AI) untuk siswa SD, SMP, SMA, SMK di Kediri. Belajar dasar pemrograman, pembuatan website sederhana, dan konsep AI secara kreatif dan menyenangkan bersama Radar Kediri Institute.","https://rkinstitute.id/layanan-pelatihan-coding-ai.html","Pelatihan Coding & AI untuk Pelajar | Radar Kediri Institute","Pelatihan coding dan Artificial Intelligence (AI) untuk siswa SD, SMP, SMA, SMK di Kediri. Belajar dasar pemrograman, pembuatan website sederhana, dan konsep AI secara kreatif dan menyenangkan bersama Radar Kediri Institute.","1","0","0","False","True","True","True"
"layanan-pelatihan-digital-marketing.html","Pelatihan Digital Marketing | Radar Kediri Institute","Pelatihan digital marketing profesional di Kediri. Meliputi strategi pemasaran digital, desain grafis, fotografi produk, content creator, dan branding digital untuk siswa, guru, dan karyawan perusahaan. Dibimbing praktisi berpengalaman Jawa Pos Radar Kediri.","https://rkinstitute.id/layanan-pelatihan-digital-marketing.html","Pelatihan Digital Marketing | Radar Kediri Institute","Pelatihan digital marketing profesional di Kediri. Meliputi strategi pemasaran digital, desain grafis, fotografi produk, content creator, dan branding digital untuk siswa, guru, dan karyawan perusahaan. Dibimbing praktisi berpengalaman Jawa Pos Radar Kediri.","1","0","0","False","True","True","True"
"ldks-camp.html","LDKS Camp & Leadership Training | Radar Kediri Institute","Program Latihan Dasar Kepemimpinan Siswa (LDKS Camp) dengan nilai plus pelatihan jurnalistik, fotografi, dan aktivitas outdoor untuk membangun karakter unggul.","https://rkinstitute.id/ldks-camp.html","LDKS Camp & Leadership Training | Radar Kediri Institute","Program Latihan Dasar Kepemimpinan Siswa (LDKS Camp) dengan nilai plus pelatihan jurnalistik, fotografi, dan aktivitas outdoor untuk membangun karakter unggul.","1","0","0","False","True","True","True"
"outbound-team-building.html","Program Outbound & Team Building | Radar Kediri Institute","Layanan Outbound & Team Building di Kediri untuk sekolah, instansi, dan perusahaan. Program menyenangkan untuk melatih kerja sama, kepemimpinan, kekompakan, dan problem solving bersama Radar Kediri Institute.","https://rkinstitute.id/outbound-team-building.html","Program Outbound & Team Building | Radar Kediri Institute","Layanan Outbound & Team Building di Kediri untuk sekolah, instansi, dan perusahaan. Program menyenangkan untuk melatih kerja sama, kepemimpinan, kekompakan, dan problem solving bersama Radar Kediri Institute.","1","0","0","False","True","True","True"
"parenting-program.html","Parenting Program & Character Building | Radar Kediri Institute","Program Parenting dan penguatan karakter bersama motivator berpengalaman. Menyatukan visi sekolah, orang tua, dan siswa dalam satu ekosistem pendidikan positif di Kediri.","https://rkinstitute.id/parenting-program.html","Parenting Program & Character Building | Radar Kediri Institute","Program Parenting dan penguatan karakter bersama motivator berpengalaman. Menyatukan visi sekolah, orang tua, dan siswa dalam satu ekosistem pendidikan positif di Kediri.","1","0","0","False","True","True","True"
"pelatihan-desain-grafis.html","Pelatihan Desain Grafis | Radar Kediri Institute","Program Pelatihan Desain Grafis profesional di Kediri. Mempelajari prinsip desain visual dan penggunaan tools modern untuk menciptakan aset konten yang estetik.","https://rkinstitute.id/pelatihan-desain-grafis.html","Pelatihan Desain Grafis | Radar Kediri Institute","Program Pelatihan Desain Grafis profesional di Kediri. Mempelajari prinsip desain visual dan penggunaan tools modern untuk menciptakan aset konten yang estetik.","1","0","0","False","True","True","True"
"pelatihan-desain-website-media-sekolah-smk-al-huda-kediri.html","Cara SMK Al Huda Kota Kediri Persiapkan Siswa Kuasai Dunia Digital","Siswa SMK Al Huda Kota Kediri ikuti pelatihan desain grafis dan website untuk mengelola media sekolah secara profesional. Pelajari tips praktis yang dibagikan pemateri dan mengapa skill ini jadi bekal karier paling dibutuhkan di era digital.","https://rkinstitute.id/pelatihan-desain-website-media-sekolah-smk-al-huda-kediri.html","Cara SMK Al Huda Kota Kediri Persiapkan Siswa Kuasai Dunia Digital","Siswa SMK Al Huda Kota Kediri ikuti pelatihan desain grafis dan website untuk mengelola media sekolah secara profesional. Pelajari tips praktis yang dibagikan pemateri dan mengapa skill ini jadi bekal karier paling dibutuhkan di era digital.","1","0","0","False","True","True","True"
"pelatihan-digital-marketing-guru-honorer-kediri.html","Pelatihan Digital Marketing Disdik Kediri: Solusi Cerdas Tingkatkan Kesejahteraan Guru Honorer","Dinas Pendidikan Kabupaten Kediri membekali 300 guru honorer dengan keterampilan digital marketing. Temukan bagaimana pelatihan pemasaran online ini membantu pendidik memaksimalkan potensi usaha sampingan mereka!","https://rkinstitute.id/pelatihan-digital-marketing-guru-honorer-kediri.html","Pelatihan Digital Marketing Disdik Kediri: Solusi Cerdas Tingkatkan Kesejahteraan Guru Honorer","Dinas Pendidikan Kabupaten Kediri membekali 300 guru honorer dengan keterampilan digital marketing. Temukan bagaimana pelatihan pemasaran online ini membantu pendidik memaksimalkan potensi usaha sampingan mereka!","1","0","0","False","True","True","True"
"pelatihan-digital-marketing-kediri-fotografi-produk.html","Pelatihan Digital Marketing Guru Honorer Kediri: Foto Produk Bisa Gandakan Penjualan","Ratusan guru honorer Kabupaten Kediri mengikuti pelatihan digital marketing — termasuk fotografi produk dengan smartphone. Pelajari mengapa visual produk jadi kunci pemasaran online yang efektif.","https://rkinstitute.id/pelatihan-digital-marketing-kediri-fotografi-produk.html","Pelatihan Digital Marketing Guru Honorer Kediri: Foto Produk Bisa Gandakan Penjualan","Ratusan guru honorer Kabupaten Kediri mengikuti pelatihan digital marketing — termasuk fotografi produk dengan smartphone. Pelajari mengapa visual produk jadi kunci pemasaran online yang efektif.","1","0","0","False","True","True","True"
"pelatihan-digital-marketing.html","Pelatihan Digital Marketing untuk Sekolah, SMK & Perusahaan | Radar Kediri Institute","Pelatihan Digital Marketing profesional di Kediri untuk siswa SMK, guru, dan karyawan perusahaan. Materi praktis, instruktur berpengalaman, tersertifikasi. Daftar sekarang!","https://rkinstitute.id/pelatihan-digital-marketing.html","Pelatihan Digital Marketing untuk Sekolah, SMK & Perusahaan | Radar Kediri Institute","Pelatihan Digital Marketing profesional di Kediri untuk siswa SMK, guru, dan karyawan perusahaan. Materi praktis, instruktur berpengalaman, tersertifikasi. Daftar sekarang!","1","0","0","False","True","True","True"
"pelatihan-fotografi-jurnalistik.html","Pelatihan Fotografi Jurnalistik | Radar Kediri Institute","Kuasai teknik memotret peristiwa dengan nilai berita tinggi dan belajar menyampaikan cerita lewat gambar (visual storytelling) bersama pewarta foto profesional Radar Kediri.","https://rkinstitute.id/pelatihan-fotografi-jurnalistik.html","Pelatihan Fotografi Jurnalistik | Radar Kediri Institute","Kuasai teknik memotret peristiwa dengan nilai berita tinggi dan belajar menyampaikan cerita lewat gambar (visual storytelling) bersama pewarta foto profesional Radar Kediri.","1","0","0","False","True","True","True"
"pelatihan-jurnalistik-investigasi.html","Pelatihan Jurnalistik Investigasi | Radar Kediri Institute","Workshop dan pelatihan kejurnalistikan profesional di Kediri. Meliputi teknik reportase, penulisan berita, wawancara eksklusif, fotografi, videografi, dan pengelolaan website media. Dibimbing langsung redaktur Jawa Pos Radar Kediri.","https://rkinstitute.id/pelatihan-jurnalistik-investigasi.html","Pelatihan Jurnalistik Investigasi | Radar Kediri Institute","Workshop dan pelatihan kejurnalistikan profesional di Kediri. Meliputi teknik reportase, penulisan berita, wawancara eksklusif, fotografi, videografi, dan pengelolaan website media. Dibimbing langsung redaktur Jawa Pos Radar Kediri.","1","0","0","False","True","True","True"
"pelatihan-jurnalistik-public-speaking-mahasiswa-keperawatan-kediri.html","Dari Ruang Kuliah ke Ruang Redaksi: Mahasiswa Keperawatan Kediri Belajar Bicara & Menulis","Puluhan mahasiswa keperawatan STIKes Karya Husada Kediri mengikuti pelatihan jurnalistik dan public speaking. Temukan mengapa dua keterampilan ini wajib dikuasai calon perawat profesional — dan bagaimana cara mengembangkannya.","https://rkinstitute.id/pelatihan-jurnalistik-public-speaking-mahasiswa-keperawatan-kediri.html","Dari Ruang Kuliah ke Ruang Redaksi: Mahasiswa Keperawatan Kediri Belajar Bicara & Menulis","Puluhan mahasiswa keperawatan STIKes Karya Husada Kediri mengikuti pelatihan jurnalistik dan public speaking. Temukan mengapa dua keterampilan ini wajib dikuasai calon perawat profesional — dan bagaimana cara mengembangkannya.","1","0","0","False","True","True","True"
"pelatihan-jurnalistik-public-speaking-siswa-man-3-kediri.html","Membangun Karakter Kritis & Percaya Diri: Suksesnya Pelatihan Jurnalistik dan Public Speaking di MAN 3 Kediri","MAN 3 Kediri membekali siswanya dengan pelatihan jurnalistik dan public speaking. Temukan mengapa dua keterampilan ini menjadi kunci sukses pelajar dalam membangun pemikiran kritis dan rasa percaya diri di era digital.","https://rkinstitute.id/pelatihan-jurnalistik-public-speaking-siswa-man-3-kediri.html","Membangun Karakter Kritis & Percaya Diri: Suksesnya Pelatihan Jurnalistik dan Public Speaking di MAN 3 Kediri","MAN 3 Kediri membekali siswanya dengan pelatihan jurnalistik dan public speaking. Temukan mengapa dua keterampilan ini menjadi kunci sukses pelajar dalam membangun pemikiran kritis dan rasa percaya diri di era digital.","1","0","0","False","True","True","True"
"pelatihan-literasi-digital.html","Pelatihan Literasi Digital & Keamanan Informasi | Radar Kediri Institute","Pelatihan literasi digital di Kediri. Edukasi mendalam mengenai perlindungan data pribadi dan verifikasi informasi untuk menangkal hoaks di ruang siber.","https://rkinstitute.id/pelatihan-literasi-digital.html","Pelatihan Literasi Digital & Keamanan Informasi | Radar Kediri Institute","Pelatihan literasi digital di Kediri. Edukasi mendalam mengenai perlindungan data pribadi dan verifikasi informasi untuk menangkal hoaks di ruang siber.","1","0","0","False","True","True","True"
"pelatihan-mc-dan-moderator.html","Pelatihan MC & Moderator Profesional | Radar Kediri Institute","Pelatihan intensif memandu acara formal dan non-formal berskala besar. Kuasai teknik vokal, penguasaan panggung, dan manajemen audiens bersama praktisi MC profesional di Kediri.","https://rkinstitute.id/pelatihan-mc-dan-moderator.html","Pelatihan MC & Moderator Profesional | Radar Kediri Institute","Pelatihan intensif memandu acara formal dan non-formal berskala besar. Kuasai teknik vokal, penguasaan panggung, dan manajemen audiens bersama praktisi MC profesional di Kediri.","1","0","0","False","True","True","True"
"pelatihan-public-speaking.html","Pelatihan Public Speaking & Motivasi | Radar Kediri Institute","Program Public Speaking dan Achievement Motivation Training (AMT) profesional di Kediri. Menghadirkan motivator berpengalaman, tokoh sukses, dan pemimpin untuk membangun kepercayaan diri, karakter, dan produktivitas siswa maupun karyawan.","https://rkinstitute.id/pelatihan-public-speaking.html","Pelatihan Public Speaking & Motivasi | Radar Kediri Institute","Program Public Speaking dan Achievement Motivation Training (AMT) profesional di Kediri. Menghadirkan motivator berpengalaman, tokoh sukses, dan pemimpin untuk membangun kepercayaan diri, karakter, dan produktivitas siswa maupun karyawan.","1","0","0","False","True","True","True"
"pelatihan-videografi-jurnalistik.html","Pelatihan Videografi Jurnalistik | Radar Kediri Institute","Kuasai teknik merekam gambar bergerak, wawancara lapangan, dan editing video berita dengan nilai jurnalistik tinggi bersama videografer profesional Radar Kediri TV.","https://rkinstitute.id/pelatihan-videografi-jurnalistik.html","Pelatihan Videografi Jurnalistik | Radar Kediri Institute","Kuasai teknik merekam gambar bergerak, wawancara lapangan, dan editing video berita dengan nilai jurnalistik tinggi bersama videografer profesional Radar Kediri TV.","1","0","0","False","True","True","True"
"pelatihan-website-coding-ai.html","Pelatihan Website, Coding & AI | Radar Kediri Institute","Pelatihan pembuatan website, pemrograman dasar, dan pengenalan Artificial Intelligence (AI) untuk siswa SMP dan SMA di Kediri. Bekali generasi muda dengan keterampilan digital masa depan.","https://rkinstitute.id/pelatihan-website-coding-ai.html","Pelatihan Website, Coding & AI | Radar Kediri Institute","Pelatihan pembuatan website, pemrograman dasar, dan pengenalan Artificial Intelligence (AI) untuk siswa SMP dan SMA di Kediri. Bekali generasi muda dengan keterampilan digital masa depan.","1","0","0","False","True","True","True"
"pemilu-osis-demokrasi-pelajar.html","Pemilu OSIS & Demokrasi Pelajar | Radar Kediri Institute","Program demokrasi pelajar melalui simulasi pemilihan Ketua OSIS yang dikemas serius dan dipublikasikan di media massa Jawa Pos Radar Kediri. Mencetak generasi demokratis.","https://rkinstitute.id/pemilu-osis-demokrasi-pelajar.html","Pemilu OSIS & Demokrasi Pelajar | Radar Kediri Institute","Program demokrasi pelajar melalui simulasi pemilihan Ketua OSIS yang dikemas serius dan dipublikasikan di media massa Jawa Pos Radar Kediri. Mencetak generasi demokratis.","1","0","0","False","True","True","True"
"pengelolaan-media-sekolah.html","Pengelolaan Media Sekolah & Kampus (School Media to Manage) | Radar Kediri Institute","Program pengelolaan media sekolah dan kampus secara profesional dari Radar Kediri Institute. Meliputi praktik penulisan, editing, fotografi, dan layout halaman setara media massa.","https://rkinstitute.id/pengelolaan-media-sekolah.html","Pengelolaan Media Sekolah & Kampus (School Media to Manage) | Radar Kediri Institute","Program pengelolaan media sekolah dan kampus secara profesional dari Radar Kediri Institute. Meliputi praktik penulisan, editing, fotografi, dan layout halaman setara media massa.","1","0","0","False","True","True","True"
"politics-government-studies.html","Politics & Government Studies for Students | Radar Kediri Institute","Program study tour dan dialog pelajar dengan pimpinan lembaga pemerintahan dan DPRD. Kenalkan kehidupan demokrasi dan birokrasi bersama Radar Kediri Institute.","https://rkinstitute.id/politics-government-studies.html","Politics & Government Studies for Students | Radar Kediri Institute","Program study tour dan dialog pelajar dengan pimpinan lembaga pemerintahan dan DPRD. Kenalkan kehidupan demokrasi dan birokrasi bersama Radar Kediri Institute.","1","0","0","False","True","True","True"
"portofolio.html","Portofolio RK Institute Kediri | Proyek Pelatihan, Event & Publikasi","Portofolio RK Institute menampilkan proyek pelatihan, publikasi media, dan penyelenggaraan event untuk sekolah, kampus, instansi, dan perusahaan.","https://rkinstitute.id/portofolio.html","Portofolio RK Institute Kediri | Proyek Pelatihan, Event & Publikasi","Portofolio RK Institute menampilkan proyek pelatihan, publikasi media, dan penyelenggaraan event untuk sekolah, kampus, instansi, dan perusahaan.","1","0","0","False","False","False","True"
"privacy.html","Kebijakan Privasi Radar Kediri Institute","Pelajari kebijakan privasi Radar Kediri Institute terkait pengumpulan, penggunaan, dan perlindungan data pengguna layanan kami.","https://rkinstitute.id/privacy.html","Kebijakan Privasi Radar Kediri Institute","Pelajari kebijakan privasi Radar Kediri Institute terkait pengumpulan, penggunaan, dan perlindungan data pengguna layanan kami.","1","0","0","False","False","False","True"
"program-magang-digital-marketing-jurnalistik-kediri.html","Program Magang Mahasiswa: RK Institute dan GM Academy Cetak 30 Talenta Kreatif Unggulan di Kediri","RK Institute dan GM Academy membuka program magang eksklusif bagi 30 mahasiswa di Kediri. Kuasai keahlian jurnalistik, video editing, hingga digital marketing melalui mentorship praktis di dunia kerja nyata.","https://rkinstitute.id/program-magang-digital-marketing-jurnalistik-kediri.html","Program Magang Mahasiswa: RK Institute dan GM Academy Cetak 30 Talenta Kreatif Unggulan di Kediri","RK Institute dan GM Academy membuka program magang eksklusif bagi 30 mahasiswa di Kediri. Kuasai keahlian jurnalistik, video editing, hingga digital marketing melalui mentorship praktis di dunia kerja nyata.","1","0","0","False","False","False","True"
"service.html","Layanan Pelatihan RK Institute Kediri | Jurnalistik, Digital Marketing, EO, Coding AI","Lihat layanan utama RK Institute Kediri: pelatihan jurnalistik, digital marketing, public speaking, coding AI, event organizer, press release, dan pengembangan media sekolah.","https://rkinstitute.id/service.html","Layanan Pelatihan RK Institute Kediri | Jurnalistik, Digital Marketing, EO, Coding AI","Lihat layanan utama RK Institute Kediri: pelatihan jurnalistik, digital marketing, public speaking, coding AI, event organizer, press release, dan pengembangan media sekolah.","1","0","0","False","False","False","True"
"strategi-juara-kka-radar-kediri-kalahkan-ratusan-finalis.html","Strategi Juara KKA Radar Kediri: Kalahkan Ratusan Finalis & Raih Medali","525 finalis bertarung di Grand Final KKA Radar Kediri 2025. Pelajari strategi juara yang efektif untuk persiapan kompetisi akademik di Kediri.","https://rkinstitute.id/strategi-juara-kka-radar-kediri-kalahkan-ratusan-finalis.html","Strategi Juara KKA Radar Kediri: Kalahkan Ratusan Finalis & Raih Medali","525 finalis bertarung di Grand Final KKA Radar Kediri 2025. Pelajari strategi juara yang efektif untuk persiapan kompetisi akademik di Kediri.","1","0","0","False","True","False","True"
"student-journalist-trip.html","Student Journalist Trip – Pelatihan Jurnalistik Lapangan untuk Pelajar | Radar Kediri Institute","Program Student Journalist Trip di Kediri: siswa SMP, SMA, MA praktik langsung menjadi wartawan, reportase lapangan, dan dievaluasi redaktur Jawa Pos Radar Kediri. Daftar sekarang!","https://rkinstitute.id/student-journalist-trip.html","Student Journalist Trip – Pelatihan Jurnalistik Lapangan untuk Pelajar | Radar Kediri Institute","Program Student Journalist Trip di Kediri: siswa SMP, SMA, MA praktik langsung menjadi wartawan, reportase lapangan, dan dievaluasi redaktur Jawa Pos Radar Kediri. Daftar sekarang!","1","0","0","False","True","True","True"
"terms.html","Ketentuan Layanan Radar Kediri Institute","Ketentuan layanan Radar Kediri Institute untuk program pelatihan, publikasi, kerja sama institusi, hak dan kewajiban pengguna.","https://rkinstitute.id/terms.html","Ketentuan Layanan Radar Kediri Institute","Ketentuan layanan Radar Kediri Institute untuk program pelatihan, publikasi, kerja sama institusi, hak dan kewajiban pengguna.","1","0","0","False","False","False","True"
